Year,Month,Day,Season,Food_Type,Inflation_Rate,Exchange_Rate,GDP_Growth,Crop_Yield,Fertilizer_Price,Water_Availability,Temperature,Rainfall,Humidity,Transport_Cost,Demand_Index,Previous_Price,Food_Price,Previous_Lag,Rainfall_3m_avg,GDP_Growth_diff,Demand_Trend,Temperature_3m_avg,TransportCost_3m_avg,Rainfall_Demand,Temp_Crop,Rainfall_Temp,Yield_Demand
2016,7,25,Summer,Tomato,6.769038846263591,0.1129541397667802,2.9457445065300885,9.973094696591245,60.93419536925329,83.25986103481,1.3385659170909934,295.32065421106563,36.100618610139215,86.47079715844157,0.7131047040250833,0.8913818965325195,0.8893935052438376,0.8913818965325195,295.32065421106563,-4.1367630975477665,-0.18197062114057194,1.3385659170909934,86.47079715844157,210.59454771367592,13.349644648777982,395.3061623399472,7.111860741826828
2013,12,27,Summer,Tomato,5.925176938188639,0.2044653764562246,-1.191018591017678,6.44345364482102,62.56907882122525,76.15327123845597,2.937414392780049,157.70705469080576,28.43968200440952,149.08244087741508,0.5311340828845114,1.1985335664226966,1.2385320491637382,0.8913818965325195,226.5138544509357,-4.1367630975477665,-0.18197062114057194,2.137990154935521,117.77661901792833,83.7635918576186,18.92709347550833,463.25097229172314,3.422337842250874
2022,9,25,Spring,Tomato,2.952429877980445,0.1414023778195774,-1.3271455510800203,8.151899321444084,28.573760907182084,67.94152420617513,17.426549773276587,51.50378575449105,25.38672411404464,357.46644364681816,1.151666825375885,1.189917264858713,1.1041602261915855,1.1985335664226966,168.17716488545415,-0.13612696006234226,0.6205327424913737,7.234176694382543,197.67322722755827,59.31520143471444,142.05947927188498,897.5332859628119,9.38827201231134
2020,8,20,Spring,Tomato,8.224521152615054,0.1366559220870731,3.60775305167296,9.558125839059423,55.79298934587637,93.8600270406554,13.851645227704656,81.69219795581068,68.74021431146979,84.25888677063509,0.8685263437237611,1.0601302745387748,0.9604724290970242,1.189917264858713,96.96767946703584,4.93489860275298,-0.2831404816521239,11.405203131253764,196.93592376495613,70.95182600131797,132.39576816440803,1131.5713439553092,8.301484087849888
2017,5,13,Summer,Tomato,3.807723624408558,0.8699145256099065,-1.4178959490864518,8.79717912541929,62.60938131640185,69.62225537113177,36.1680655480645,5.51720296424002,43.79124746376464,433.0431113219459,1.3643582498396372,0.8798169803716581,0.8460196806098489,1.0601302745387748,46.23772889151392,-5.025649000759412,0.495831906115876,22.482086849681917,291.5894805797997,7.527441380300573,318.17695124622963,199.5465584526088,12.002503915082853
2022,2,9,Summer,Tomato,1.2431596643145384,0.7332920734420213,4.57488047432285,3.978784813945581,39.39764029077837,90.82997197357886,11.307725460248491,274.2896419681497,70.73367400701329,272.81593715628844,0.9732099066915572,1.0720912969725165,1.1159785898500476,0.8798169803716581,120.49968096273346,5.9927764234093015,-0.39114834314808,20.442478745339212,263.37264508295647,266.9413968662836,44.9910063415025,3101.591967965689,3.8721927975257633
2014,5,3,Autumn,Tomato,7.454722959071678,0.5267564461785927,3.6499378172519696,5.604353082480748,41.53945847595048,71.95674542851091,21.126475762511955,35.32532486704234,24.57494385592597,266.2639597969916,1.4681934279147215,0.8288793635916704,0.7794538594193935,1.0720912969725165,105.04405659981069,-0.9249426570708801,0.49498352122316436,22.867422256941648,324.0410027584087,51.86440980874405,118.40022956158869,746.2996196064308,8.228274363411845
2016,8,7,Autumn,Tomato,2.771106794070489,0.1880507445859013,-1.349209754864802,3.03327532121196,50.18273304836981,68.84722147124538,23.451892956378867,172.95494265427607,42.07032364814272,316.5835030967829,0.6855255157031211,0.8122610008823224,0.8404354812579133,0.8288793635916704,160.85663649648936,-4.9991475721167715,-0.7826679122116004,18.628698059713106,285.22113335002103,118.56502625647634,71.13604814028861,4056.120801404728,2.0793876288433792
2019,10,6,Spring,Tomato,10.404585843529144,0.5424542876051491,-1.3212982873184649,9.63240821806978,21.60569582221811,73.13398928348032,-4.4107494535249865,82.2165662061618,57.7643904662736,421.1064346663171,1.368623167955611,0.9030731554044856,0.9879461462526196,0.8122610008823224,96.83227790916008,0.02791146754633722,0.6830976522524898,13.389206421788613,334.65129918669726,112.52349729950939,-42.486139283980876,-362.63667446452905,13.183137050456324
2012,9,8,Autumn,Tomato,10.539285770025874,0.5261245937025091,5.893116628009404,6.84939707560704,45.76633324665426,65.0688937082071,24.85918174075198,166.253400754738,75.35062153872744,206.5141435559869,1.2765968527917415,0.9850491826957264,0.905043629094736,0.9030731554044856,140.47496987172528,7.214414915327868,-0.09202631516386939,14.633441747868622,314.73469377302894,212.23856816942268,170.27040671709054,4132.9235043801045,8.743918750240905
2016,12,27,Winter,Tomato,10.148643902204483,0.2558816829190137,0.9941663660489626,3.8291424440277018,36.91584055972357,87.38046900881255,3.011618509138815,195.4261165055593,42.312675205244894,355.1072686515786,1.270921844644052,1.147309002163352,1.1869145949697824,0.9850491826957264,147.96536115548636,-4.898950261960441,-0.005675008147689509,7.820016932121935,327.57594895796086,248.37132048086883,11.531916258562866,588.5489096372609,4.86654077836852
2020,12,9,Autumn,Tomato,4.701587002554444,0.4904664843141757,0.9651371765351272,7.373605475246854,46.19978817423317,75.13601950462396,38.24816428612548,248.9225411121605,63.81239635059064,304.57938379810594,1.3447832281168877,1.0908676279065233,1.0785954149390264,1.147309002163352,203.53401945748593,-0.029029189513835374,0.07386138347283566,22.03965484533876,288.73359866855714,334.7468583878699,282.026873598316,9520.830246977739,9.915900973862822
2020,12,5,Autumn,Tomato,1.1545661652886745,0.458654260957636,4.502396538060021,6.945025923663167,29.580970545540097,61.61063475734086,1.6898227488900828,61.92638152818096,82.0184423765331,170.1627215762396,1.261023990942999,1.0970826084799925,1.1778591014248283,1.0908676279065233,168.7583463819669,3.5372593615248933,-0.08375923717388867,14.316535181384792,276.61645800864136,78.09065277932557,11.735862797437377,104.6446082627668,8.757844307460314
2017,9,1,Winter,Tomato,10.283185625877254,0.6542650882469948,5.57798861907087,4.865301744262724,91.2421824591916,94.97872866372842,13.658085567716068,3.298748597544144,63.11042317276132,445.3834938598211,1.1262203216314153,0.97019733377923,0.9075516510815884,1.0970826084799925,104.71589041262854,1.075592081010849,-0.13480366931158372,17.865357534243877,306.70853307805555,3.715117706507346,66.45070753589852,45.054590611641295,5.479401695257451
2014,1,19,Spring,Tomato,5.281841483173143,0.6715842857808794,5.888008510582967,2.908460737597032,67.48739628432389,69.19456106866056,-1.1592649364610264,41.06568902064218,36.30716323275436,408.8417097231177,0.6312448776823876,0.9383739970187852,0.9745250339627884,0.97019733377923,35.4302730487891,0.3100198915120975,-0.4949754439490277,4.729547793381708,341.46264171972615,25.92250584277824,-3.3716765521698133,-47.60601337324303,1.8359509425484652
2013,9,10,Winter,Tomato,10.666548190436696,0.14077360879484,4.027025482071533,7.372585564742397,74.32818553155917,77.17764305569943,39.85934133306763,270.0055925544316,21.70805470895766,346.3033255962915,0.5325261794912519,0.9484155051938412,1.012550261842916,0.9383739970187852,104.7900100575393,-1.8609830285114342,-0.09871869819113566,17.452720654774225,400.17617639307673,143.78504664428306,293.8664045323144,10762.245075464274,3.9260948237646223
2017,7,12,Autumn,Tomato,10.636199770892528,0.4371513531638241,1.010076684247326,6.162461607230346,83.13369908858706,95.32360554822736,17.598775464905916,262.1670232687546,80.90692117306509,432.76177809240886,1.4208478478156867,1.1950598254944231,1.3013279438018162,0.9484155051938412,191.0794349479428,-3.016948797824207,0.8883216683244348,18.766283953837505,395.9689378039393,372.499450779655,108.4517781367501,4613.818576809576,8.755920311880036
2017,9,24,Spring,Tomato,9.5300945546736,0.6632739241428127,-1.33199426641065,8.178547133885115,59.87537591432458,81.21189979569961,21.79232577940197,179.2239306510925,21.4888587595271,440.28239043191104,1.116650314520738,0.816043676564993,0.8459513555107467,1.1950598254944231,237.1321821580929,-2.342070950657976,-0.3041975332949487,26.416814192458506,406.4491647068705,200.13045853118538,178.22956354381867,3905.706284213554,9.132577229375494
2012,8,15,Autumn,Tomato,3.944488920695857,0.552822632722079,4.217175327419494,6.161308008895947,26.953623046993897,55.8449020354182,-1.9815585175207635,180.155058130096,81.22911708789397,368.76333952176566,1.2965372909761763,1.1468125984489794,1.146164595203234,0.816043676564993,207.1820040166477,5.549169593830144,0.17988697645543827,12.469847575595708,413.9358360153619,233.57775102365022,-12.20899236409666,-356.98778991214,7.98836559472377
2015,1,27,Winter,Tomato,4.850977286019253,0.87084085706949,2.4672339978864404,8.817452002548322,62.968523345483824,96.99160618067376,28.748221167963003,199.51100236387663,57.02559938190484,426.6559977636524,0.98152235151255,1.0314701634289574,1.055781345850957,1.1468125984489794,186.2966637150217,-1.749941329533054,-0.31501493946362635,16.186329476614734,411.90057590577635,195.82450819281812,253.48606030715743,5735.586421398715,8.654526223890272
2014,12,22,Winter,Tomato,9.511366715168569,0.6928242684570505,1.3937760739758105,6.415254710195884,66.94728944167034,81.38540265357089,4.445751689301359,52.61138358703488,85.73473889590274,363.8621577511776,0.6173081889623945,0.975446167675836,1.047415558345092,1.0314701634289574,144.09248136033582,-1.0734579239106299,-0.3642141625501555,10.404138113247866,386.4271650121986,32.47743792091835,28.520629465151853,233.8971474585421,3.9601892668834924
2011,8,24,Autumn,Tomato,4.169220051562776,0.2466409843732867,5.250835080757888,6.48750377228309,79.6351579347464,66.7452807328543,35.41244302483212,274.32358377748795,75.91482650415658,356.0633472921352,0.6251857922025504,1.0901030641660543,1.10549744440025,0.975446167675836,175.4819899094665,3.8570590067820776,0.007877603240155961,22.86880529403216,382.19383426898844,171.5032070437715,229.73835770935838,9714.468280888053,4.055895185291838
2017,8,9,Summer,Tomato,2.694927466860925,0.1635118726603868,-1.1104201415507893,9.01322882126676,54.53276369837435,56.96360363316936,4.231283821690322,125.63115746762192,89.85538773733363,328.37512019683294,1.1855652872289713,0.9946675765698813,0.9012458235184404,1.0901030641660543,150.85537494404826,-6.361255222308677,0.5603794950264208,14.6964928452746,349.4335417467152,148.9439392880093,38.13752929261897,531.5810840929779,10.685771216345568
2021,11,20,Summer,Tomato,6.568012624583502,0.678177350385684,1.9410008343268728,5.227862929699176,30.2064242236451,89.7012594635148,3.580947429864996,114.94155847484924,44.54982708161971,388.72248780093855,0.9303058948994628,1.1493692952326642,1.2484331349199225,0.9946675765698813,171.63209990665305,3.051420975877662,-0.25525939232950845,14.408224758795813,357.7203184299689,106.93080941808356,18.720702321792754,411.59967840518857,4.863511701225519
2023,3,17,Winter,Tomato,10.36154774160781,0.1238601794874596,-1.909170841860648,3.072121827605126,42.70207246389796,81.00363779642568,-3.3552649468357303,155.67531158485127,73.70318022517888,121.37229738188316,0.7005247267003367,1.1602807456045034,1.2042615936042833,1.1493692952326642,132.08267584244084,-3.8501716761875207,-0.22978116819912608,1.4856554349065292,279.4899684598849,109.0544051019677,-10.3077826805724,-522.3319160483818,2.15209730367322
2015,1,17,Winter,Tomato,7.96029796674973,0.627198023146117,1.7492851359530102,2.230261410506712,49.0465837118908,76.67305459881608,16.243012529949965,14.089790032516516,48.13516395264695,446.3918416395178,0.9915945467414368,0.9686883707493822,1.002885663566186,1.1602807456045034,94.90222003073904,3.658455977813658,0.29106982004110005,5.489565004326411,318.8288756074465,13.971358960975229,36.226164035924405,228.8606360425299,2.2115150524663205
2011,8,26,Summer,Tomato,6.700611700893649,0.9462072172824618,-1.5495737945453012,8.041098045388953,71.67337930652809,94.69462915254788,20.41785099681774,49.88501062682382,53.59129342127362,442.3295874853544,0.5642089370751341,0.9107311188940208,0.8589424215767809,0.9686883707493822,73.21670408139722,-3.2988589304983114,-0.4273856096663027,11.101866193310661,336.6979088355851,28.145568821742035,164.18194174155403,1018.5447139531583,4.536859381105839
2021,3,20,Summer,Tomato,1.971764937707685,0.6179267600882911,-1.0494566698554246,6.962476410827717,65.66226437351295,89.42986056122655,-2.0431112257241435,221.4100849279112,63.9253824252859,63.16127736555161,1.081971401914399,1.036940131437345,1.069891075514652,0.9107311188940208,95.12829519575052,0.5001171246898766,0.5177624648392648,11.539250767014522,317.29423549680797,239.5593799874382,-14.225113713801653,-452.3654300047514,7.533200363019198
2014,3,12,Autumn,Tomato,7.150072266991698,0.4493529335858697,-1.059790025783161,7.6326381447937885,48.4877380718277,57.58374398663756,29.89874275127548,24.83960037753794,81.15739799304372,421.6175377541432,0.7689934044350977,1.1649453382466763,1.1402169050756308,1.036940131437345,98.71156531075768,-0.01033335592773632,-0.3129779974793012,16.091160840789694,309.03613420168307,19.10148885913024,228.20628440476202,742.6728217324923,5.869448391786164
2010,1,7,Autumn,Tomato,10.900538501042632,0.6789593965981179,3.1936824169285085,3.703713292071286,98.92121990343836,65.5861033897774,15.397997563661242,180.94563283991647,88.88584284395066,107.99144036305034,1.297559100637188,0.8842648756022666,0.9110108775283776,1.1649453382466763,142.39843938178856,4.2534724427116695,0.5285656962020904,14.41787636307086,197.59008516091504,234.78765261198885,57.02976824781342,2786.2004136241753,4.805786888278017
2021,11,2,Summer,Tomato,2.40084015236524,0.512427601442365,3.9683590341233854,3.090971804694158,68.46198554855097,62.424456990723286,18.597562119741102,73.60473290439629,73.77913897051627,200.80348441661383,0.8103619589235738,1.0491866334253932,0.9666351666059444,0.8842648756022666,93.12998870728359,0.7746766171948769,-0.4871971417136143,21.298100811559276,243.47082084460246,59.646475542453004,57.484540148167866,1368.8685924964618,2.504805966629492
2019,5,3,Autumn,Tomato,6.183296523637368,0.5910551103843414,2.666950120777277,2.1163573253430554,38.97814333887956,87.19731462863385,14.834323612220269,116.78868421259295,49.24367475171336,384.5787153312235,0.9552201490818012,1.052624088037008,1.085854441998747,1.0491866334253932,123.7796833189686,-1.3014089133461084,0.14485819015822743,16.27662776520754,231.12454670362922,111.55890434462044,31.39472944323182,1732.4811358550041,2.0215871598245556
2015,10,17,Autumn,Tomato,9.773730719279554,0.9473183278988726,5.697380387796335,4.804700470452776,28.1425978096323,51.67662173678897,13.03433773938967,86.60812103120996,49.49499015939492,122.34195322173868,0.5116205399081006,1.0932452089661124,1.2024415415642518,1.052624088037008,92.33384604939975,3.0304302670190584,-0.44359960917370056,15.488741157117014,235.9080509898587,44.31049364241377,62.62608866848592,1128.8795004947283,2.4581834487897543
2022,7,5,Spring,Tomato,8.407686177542043,0.4474923740206968,0.9989646361896324,6.719341494837065,32.22873113474656,78.49448424356582,20.18381490886981,106.70181493948472,71.6307611112224,418.085160853578,0.5724468877945589,0.852627074050904,0.7755857445713545,1.0932452089661124,103.36620672776257,-4.698415751606703,0.06082634788645824,16.017492086826582,308.33527646884676,61.081121884138994,135.6219450412799,2153.649683179039,3.8464661267483167
2021,10,17,Autumn,Tomato,7.97015740995268,0.9650715074415228,0.2856966902548858,5.1379523607978586,39.67661827076065,88.12293428703452,1.9858110668820623,215.71377155527364,36.71440020378117,424.46038008098384,0.8924935564066848,1.0863299858728357,1.1900037108336403,0.852627074050904,136.34123584198946,-0.7132679459347466,0.32004666861212594,11.734654571713847,321.62916471876684,192.52315114126534,10.203002659185206,428.3667948333314,4.585589375136603
